threshold,precision,recall,predicted_churn_rate
0.2,0.38876889848812096,0.9625668449197861,0.6572036905606813
0.3,0.42945544554455445,0.9278074866310161,0.5734563520227112
0.4,0.46551724137931033,0.8663101604278075,0.49396735273243436
0.5,0.5034364261168385,0.7834224598930482,0.41305890702625975
0.6,0.5387755102040817,0.7058823529411765,0.34776437189496096
0.7,0.6016042780748663,0.6016042780748663,0.2654364797728886
